,date,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg
2018,20151113,23.4,30.8,26.4,90.0,0.2,3.0,5.0,100.0,2.0
2019,20151114,24.0,31.0,26.6,88.0,6.5,5.5,5.0,190.0,2.0
2020,20151115,22.8,31.2,26.5,86.0,10.8,4.0,7.0,240.0,2.0
2021,20151116,22.4,30.8,26.7,86.0,1.7,9.2,5.0,110.0,1.0
2022,20151117,23.2,30.6,27.1,85.0,11.3,6.0,8.0,80.0,4.0
2023,20151118,24.0,30.8,27.2,83.0,0.5,7.5,4.0,100.0,1.0
2024,20151119,24.0,28.4,25.8,94.0,10.4,11.0,4.0,290.0,1.0
2025,20151120,23.8,28.4,25.2,94.0,7.3,2.0,5.0,110.0,3.0
2026,20151121,23.8,31.0,27.1,88.0,0.0,1.0,8.0,100.0,5.0
2027,20151122,22.0,30.4,26.6,90.0,20.7,8.0,8.0,100.0,5.0
2028,20151123,24.0,29.8,27.6,84.0,0.5,6.0,7.0,110.0,3.0
2029,20151124,24.6,30.4,26.5,88.0,3.0,4.4,0.0,0.0,0.0
2030,20151125,23.2,28.8,26.2,89.0,3.9,2.0,3.0,200.0,0.0
2031,20151126,23.2,31.2,27.4,85.0,0.2,0.7,5.0,100.0,2.0
2032,20151127,23.6,31.6,26.4,90.0,7.0,8.0,5.0,110.0,1.0
2033,20151128,24.0,31.2,27.3,85.0,22.1,3.0,5.0,80.0,3.0
2034,20151129,22.4,30.4,25.6,91.0,5.1,4.0,0.0,0.0,0.0
2035,20151130,23.4,30.0,25.9,90.0,5.8,2.0,5.0,80.0,2.0
2036,20151201,23.6,30.0,25.5,93.0,0.3,2.0,3.0,110.0,1.0
2037,20151202,23.8,30.6,26.9,88.0,6.0,0.5,4.0,110.0,1.0
2038,20151203,24.6,31.0,26.5,89.0,2.75,4.0,4.0,100.0,2.0
2039,20151204,24.0,31.6,27.4,86.0,0.0,5.0,5.0,110.0,1.0
2040,20151205,24.0,31.8,27.5,87.0,37.7,8.4,5.0,120.0,1.0
2041,20151206,23.2,30.6,27.2,86.0,14.1,6.0,4.0,110.0,2.0
2042,20151207,25.0,30.8,28.0,85.0,33.5,6.0,8.0,90.0,5.0
2043,20151208,23.0,31.6,27.0,85.0,1.6,4.0,7.0,120.0,3.0
2044,20151209,23.8,30.4,26.9,89.0,20.8,7.0,0.0,0.0,0.0
2045,20151210,23.2,31.8,26.7,87.0,3.0,0.0,6.0,240.0,2.0
2046,20151211,23.8,30.3,27.2,86.0,8.0,3.5,5.0,230.0,3.0
2047,20151212,24.0,30.2,26.9,87.0,6.0,2.5,7.0,240.0,1.0
2048,20151213,23.8,28.6,25.6,92.0,2.0,3.0,10.0,100.0,3.0
2049,20151214,23.6,29.0,25.8,91.0,0.0,0.5,3.0,90.0,0.0
2050,20151215,23.8,30.4,25.1,94.0,2.1,0.0,4.0,80.0,1.0
2051,20151216,23.2,32.3,26.1,89.0,4.7,2.0,5.0,110.0,2.0
2052,20151218,24.0,30.2,26.9,85.0,0.0,6.0,7.0,90.0,4.0
2053,20151219,24.2,27.4,25.3,90.0,1.8,2.0,7.0,100.0,4.0
2054,20151220,22.0,29.2,26.3,82.0,28.0,0.0,5.0,90.0,4.0
2055,20151221,23.0,30.0,26.2,87.0,0.0,0.0,6.0,100.0,4.0
2056,20151222,23.0,30.2,25.5,90.0,21.0,7.0,4.0,90.0,1.0
2057,20151223,23.0,31.4,26.8,86.0,0.0,3.5,0.0,0.0,0.0
2058,20151224,24.0,31.2,27.1,87.0,0.0,2.5,0.0,0.0,0.0
2059,20151225,23.0,30.8,26.5,88.0,0.0,6.5,6.0,80.0,4.0
2060,20151226,23.8,31.0,27.9,86.0,0.0,10.0,7.0,100.0,4.0
2061,20151227,23.8,30.4,26.0,91.0,0.0,5.0,8.0,130.0,4.0
2062,20151228,24.2,30.4,26.4,88.0,17.0,2.5,7.0,120.0,4.0
2063,20151229,23.8,30.0,26.4,89.0,4.7,1.5,10.0,110.0,6.0
2064,20151230,23.6,30.2,27.0,83.0,1.2,4.0,10.0,100.0,9.0
2065,20160101,24.8,30.8,27.6,81.0,0.0,7.0,9.0,110.0,7.0
2066,20160102,24.0,30.0,26.2,88.0,0.0,6.0,8.0,110.0,6.0
2067,20160103,24.0,31.4,27.2,87.0,6.5,4.5,6.0,110.0,4.0
2068,20160104,24.0,31.0,27.6,86.0,1.4,7.5,8.0,100.0,5.0
2069,20160105,24.4,31.4,28.0,84.0,2.4,10.0,5.0,70.0,3.0
2070,20160106,24.4,30.6,27.8,86.0,0.25,8.0,5.0,70.0,4.0
2071,20160107,25.0,30.4,27.3,88.0,15.8,7.0,6.0,90.0,4.0
2072,20160108,24.2,31.0,28.2,83.0,3.2,4.0,6.0,100.0,3.0
2073,20160109,24.2,31.0,27.7,83.0,0.0,7.0,7.0,100.0,4.0
2074,20160110,24.2,30.6,27.6,84.0,0.0,8.0,6.0,90.0,3.0
2075,20160111,24.4,30.6,27.3,84.0,0.0,9.0,4.0,70.0,2.0
2076,20160112,24.2,30.8,27.8,83.0,0.3,2.0,5.0,70.0,3.0
2077,20160113,24.8,30.6,26.8,90.0,18.5,9.0,5.0,100.0,2.0
2078,20160114,24.6,31.0,27.1,88.0,2.6,3.0,4.0,50.0,1.0
2079,20160115,24.0,32.0,26.5,89.0,18.0,6.0,3.0,240.0,0.0
2080,20160116,23.2,31.0,27.1,80.0,21.4,2.5,4.0,230.0,2.0
2081,20160117,24.2,29.0,25.6,93.0,0.0,7.0,3.0,270.0,0.0
2082,20160118,21.8,31.0,26.2,87.0,23.4,0.0,4.0,90.0,1.0
2083,20160119,23.4,30.0,26.7,87.0,0.0,9.0,0.0,0.0,0.0
2084,20160120,25.0,31.6,27.6,88.0,29.6,5.0,6.0,100.0,4.0
2085,20160121,24.8,31.0,28.2,82.0,0.0,7.0,6.0,80.0,4.0
2086,20160122,25.2,31.4,27.6,86.0,0.0,8.5,4.0,90.0,1.0
2087,20160123,24.0,31.0,27.0,89.0,8.5,6.0,6.0,100.0,4.0
2088,20160124,24.2,31.0,28.0,86.0,0.0,6.0,9.0,90.0,7.0
2089,20160125,24.6,31.0,28.0,85.0,0.8,5.0,9.0,90.0,7.0
2090,20160126,25.0,31.2,28.0,85.0,0.0,10.0,9.0,100.0,6.0
2091,20160127,22.0,31.2,25.7,89.0,58.3,6.0,9.0,110.0,4.0
2092,20160128,22.2,31.8,26.7,88.0,14.1,5.5,4.0,100.0,0.0
2093,20160129,23.6,29.4,25.7,92.0,0.0,5.0,6.0,100.0,3.0
2094,20160130,23.4,31.0,27.2,87.0,2.2,2.0,5.0,100.0,3.0
2095,20160201,23.6,31.0,27.2,86.0,15.85,0.0,7.0,80.0,3.0
2096,20160202,24.0,31.0,27.7,84.0,1.8,6.0,4.0,90.0,3.0
2097,20160203,24.4,31.6,27.8,84.0,0.0,9.0,8.0,100.0,5.0
2098,20160204,24.2,31.4,28.3,79.0,0.0,9.0,8.0,100.0,6.0
2099,20160205,24.0,31.0,26.8,89.0,12.2,8.5,6.0,110.0,2.0
2100,20160206,23.6,29.8,26.3,93.0,34.6,1.0,8.0,100.0,6.0
2101,20160207,24.2,31.0,26.6,90.0,8.8,2.0,14.0,100.0,8.0
2102,20160208,24.0,30.2,27.1,82.0,14.3,6.5,8.0,90.0,6.0
2103,20160209,23.8,30.4,27.0,84.0,1.2,3.0,6.0,100.0,5.0
2104,20160210,23.2,26.6,25.5,90.0,0.0,2.0,5.0,90.0,3.0
2105,20160211,23.6,28.4,25.8,94.0,44.2,0.0,13.0,100.0,4.0
2106,20160212,22.4,30.2,26.1,88.0,22.2,3.0,3.0,110.0,2.0
2107,20160213,20.0,30.6,27.0,89.0,0.5,7.5,6.0,90.0,4.0
2108,20160214,24.0,29.4,26.5,92.0,0.0,6.0,7.0,90.0,3.0
2109,20160215,23.4,28.6,25.9,93.0,8.6,3.0,5.0,90.0,2.0
2110,20160216,23.0,31.0,26.7,88.0,3.8,1.0,6.0,110.0,4.0
2111,20160217,24.0,30.7,27.5,83.0,2.4000000000000004,4.0,9.0,100.0,7.0
2112,20160218,24.8,31.0,27.9,81.0,1.5,7.5,9.0,90.0,5.0
2113,20160219,24.8,30.6,27.8,84.0,0.0,10.0,8.0,90.0,5.0
2114,20160220,24.4,30.6,27.9,78.0,1.5,7.3,9.0,90.0,6.0
2115,20160221,25.0,31.4,28.1,74.0,3.5,8.0,9.0,100.0,6.0
2116,20160222,23.0,31.4,27.7,78.0,0.0,8.0,6.0,100.0,5.0
2117,20160223,23.6,30.4,27.4,83.0,0.0,8.0,8.0,100.0,3.0
2118,20160224,24.8,30.4,27.0,86.0,0.0,8.0,9.0,100.0,5.0
2119,20160225,24.2,31.0,28.2,74.0,1.45,5.5,15.0,100.0,11.0
2120,20160226,24.2,31.4,28.4,74.0,0.0,7.0,12.0,100.0,8.0
2121,20160227,25.8,30.4,27.8,81.0,0.0,10.0,10.0,70.0,7.0
2122,20160228,25.8,31.0,27.9,85.0,0.0,7.0,8.0,90.0,6.0
2123,20160229,25.4,31.7,27.7,84.0,0.5,8.0,11.0,100.0,6.0
2124,20160301,24.6,31.6,28.0,82.0,0.5,7.0,7.0,120.0,5.0
2125,20160302,24.0,30.8,27.7,83.0,0.0,7.4,9.0,100.0,6.0
2126,20160303,25.0,31.0,27.7,82.0,0.0,5.5,7.0,100.0,5.0
2127,20160304,24.0,30.8,28.3,79.0,0.0,8.4,8.0,100.0,4.0
2128,20160305,24.6,31.0,27.9,83.0,0.9,8.0,7.0,100.0,4.0
2129,20160306,25.6,31.4,28.1,85.0,0.0,6.300000000000001,6.0,90.0,4.0
2130,20160307,25.2,32.0,28.7,84.0,1.0,4.449999999999999,8.0,100.0,3.0
2131,20160309,24.8,31.8,27.5,87.0,1.0,3.5,3.0,80.0,1.0
2132,20160310,24.6,32.4,28.3,83.0,0.0,6.0,5.0,60.0,2.0
2133,20160311,24.2,32.0,27.5,86.0,0.0,8.5,4.0,60.0,1.0
2134,20160312,24.4,31.8,28.8,80.0,0.0,9.0,5.0,100.0,1.0
2135,20160313,24.8,32.4,28.1,83.0,0.0,6.5,4.0,80.0,1.0
2136,20160314,23.8,32.2,28.0,82.0,0.0,6.0,5.0,90.0,1.0
2137,20160315,24.6,31.0,27.7,86.0,0.0,8.0,4.0,80.0,0.0
2138,20160316,25.4,32.6,28.4,84.0,0.5,2.0,4.0,30.0,1.0
2139,20160317,24.6,32.8,28.9,80.0,0.0,7.5,7.0,100.0,2.0
2140,20160318,26.6,33.4,28.8,78.0,0.0,9.0,4.0,80.0,1.0
2141,20160319,24.6,32.4,28.0,82.0,0.0,9.0,4.0,60.0,1.0
2142,20160320,24.6,32.4,28.5,82.0,0.0,8.0,4.0,50.0,0.0
2143,20160321,25.2,32.0,28.3,84.0,0.0,2.5,3.0,60.0,0.0
2144,20160322,23.6,32.4,27.3,85.0,14.7,2.0,0.0,0.0,0.0
2145,20160323,24.5,32.6,29.0,74.0,0.0,5.5,4.0,295.0,1.0
2146,20160324,25.2,32.4,28.7,74.0,0.0,8.0,5.0,70.0,2.0
2147,20160325,24.8,32.2,28.6,80.0,0.0,8.0,4.0,100.0,2.0
2148,20160326,24.2,30.6,27.2,90.0,31.0,9.5,6.0,100.0,3.0
2149,20160327,24.6,30.8,27.2,88.0,4.2,2.5,7.0,150.0,3.0
2150,20160328,23.6,31.8,28.3,86.0,56.4,1.0,5.0,100.0,3.0
2151,20160329,25.4,31.8,28.2,84.0,6.0,5.0,6.0,100.0,4.0
2152,20160330,24.4,32.2,27.7,85.0,0.0,8.0,5.0,100.0,2.0
2153,20160331,25.0,31.8,27.8,85.0,0.0,7.5,4.0,100.0,1.0
2154,20160401,26.2,31.6,28.3,81.0,0.0,8.0,3.0,50.0,0.0
2155,20160402,25.0,32.2,28.7,82.0,0.0,4.5,5.0,80.0,3.0
2156,20160403,26.0,32.8,28.4,85.0,0.0,8.5,4.0,70.0,1.0
2157,20160404,25.2,31.8,27.8,87.0,0.0,8.0,3.0,60.0,0.0
2158,20160405,24.2,32.6,28.8,80.0,30.0,1.0,0.0,0.0,0.0
2159,20160406,24.6,31.8,27.9,87.0,0.0,1.6,0.0,0.0,0.0
2160,20160407,24.6,32.2,28.6,87.0,0.8,4.0,4.0,50.0,1.0
2161,20160408,24.6,31.8,27.9,88.0,0.0,5.0,3.0,60.0,1.0
2162,20160409,25.0,31.6,27.5,89.0,0.0,2.0,3.0,20.0,0.0
2163,20160410,25.0,33.0,28.9,84.0,0.0,2.0,0.0,0.0,0.0
2164,20160411,26.0,33.2,28.5,85.0,1.7,9.0,6.0,215.0,1.0
2165,20160412,26.0,33.0,29.2,76.0,37.1,5.0,7.0,270.0,4.0
2166,20160413,27.1,33.4,29.4,80.0,0.0,8.0,6.0,280.0,2.0
2167,20160414,24.4,33.3,28.6,80.0,0.0,7.5,3.0,70.0,0.0
2168,20160415,23.8,32.6,28.3,84.0,0.0,8.0,3.0,40.0,0.0
2169,20160416,24.0,32.6,28.6,82.0,0.0,10.0,4.0,100.0,1.0
2170,20160417,24.8,32.0,28.2,86.0,0.0,9.5,0.0,0.0,0.0
2171,20160418,24.6,31.8,27.7,89.0,2.2,2.65,0.0,0.0,0.0
2172,20160419,25.2,32.4,29.2,84.0,0.3,2.5,5.0,100.0,1.0
2173,20160420,25.6,32.4,29.6,83.0,0.0,7.5,3.0,40.0,1.0
2174,20160421,25.8,32.8,28.8,84.0,2.4,7.5,3.0,100.0,0.0
2175,20160422,24.0,33.0,28.4,82.0,0.0,5.0,3.0,80.0,0.0
2176,20160423,24.5,32.8,29.0,78.0,0.0,10.5,4.0,310.0,0.0
2177,20160425,25.4,32.8,28.5,83.0,0.0,8.0,3.0,70.0,0.0
2178,20160426,24.2,33.2,29.1,83.0,0.0,5.0,4.0,70.0,0.0
2179,20160427,24.6,33.2,29.4,82.0,0.0,8.0,3.0,80.0,0.0
2180,20160428,25.0,33.6,29.2,82.0,0.0,9.0,4.0,250.0,1.0
2181,20160429,25.4,34.2,29.8,77.0,0.0,7.0,3.0,250.0,1.0
2182,20160430,25.0,32.8,28.2,84.0,0.0,9.5,0.0,0.0,0.0
2183,20160501,24.8,30.8,27.6,81.0,0.0,7.0,9.0,110.0,7.0
2184,20160502,25.0,32.6,28.3,84.0,0.0,8.0,3.0,80.0,0.0
2185,20160503,25.2,32.8,29.1,83.0,0.0,9.5,4.0,100.0,1.0
2186,20160504,26.2,33.0,29.4,83.0,0.0,6.0,0.0,0.0,0.0
2187,20160505,26.6,33.6,29.3,83.0,0.0,0.5,0.0,0.0,0.0
2188,20160506,25.0,31.6,28.3,85.0,4.25,8.5,5.0,110.0,2.0
2189,20160507,25.8,33.2,28.7,82.0,0.0,2.5,3.0,290.0,0.0
2190,20160508,25.6,32.8,28.7,82.0,4.8,7.0,3.0,350.0,1.0
2191,20160509,25.4,31.6,28.2,83.0,0.0,8.0,3.0,100.0,0.0
2192,20160510,25.2,33.0,28.8,83.0,0.0,0.75,3.0,20.0,0.0
2193,20160511,24.6,33.4,29.6,80.0,0.0,8.0,0.0,0.0,0.0
2194,20160512,25.0,33.4,29.6,81.0,0.0,6.5,3.0,210.0,0.0
2195,20160513,25.0,33.0,29.5,80.0,0.0,4.0,3.0,30.0,0.0
2196,20160514,24.4,32.6,28.6,84.0,4.6,3.0,4.0,90.0,3.0
2197,20160515,24.6,32.2,27.6,82.0,0.0,7.5,8.0,220.0,3.0
2198,20160516,23.8,31.2,28.2,84.0,5.0,3.0,3.0,120.0,0.0
2199,20160517,25.6,32.8,28.9,82.0,0.0,0.0,8.0,240.0,2.0
2200,20160518,26.6,33.6,29.8,73.0,0.0,8.0,3.0,80.0,0.0
2201,20160519,25.2,33.6,29.3,81.0,0.0,8.5,4.0,290.0,0.0
2202,20160520,25.6,32.8,29.2,82.0,0.0,4.1,7.0,260.0,4.0
2203,20160521,23.8,32.2,27.2,82.0,22.7,6.0,8.0,210.0,4.0
2204,20160522,24.6,32.4,29.3,71.0,0.0,1.0,8.0,190.0,4.0
2205,20160523,25.0,32.4,29.3,78.0,0.0,3.5,17.0,220.0,9.0
2206,20160524,22.6,30.4,27.2,81.0,24.6,2.0,10.0,220.0,7.0
2207,20160525,25.7,30.4,27.6,84.0,0.0,0.0,14.0,220.0,7.0
2208,20160526,25.6,28.6,26.9,80.0,5.2,0.0,13.0,230.0,8.0
2209,20160527,24.2,31.2,28.3,77.0,26.3,0.0,15.0,210.0,7.0
2210,20160528,23.2,28.8,26.3,85.0,19.8,3.0,10.0,220.0,6.0
2211,20160529,22.8,28.2,25.6,86.0,32.6,0.5,10.0,220.0,4.0
2212,20160530,23.0,31.0,26.3,88.0,105.8,0.0,8.0,250.0,5.0
2213,20160531,24.0,31.4,28.5,77.0,9.6,5.0,4.0,260.0,1.0
2214,20160601,24.6,32.0,28.0,81.0,0.0,3.5,8.0,210.0,4.0
2215,20160602,22.4,31.2,24.1,91.0,9.65,7.0,14.0,280.0,6.0
2216,20160603,24.2,32.2,28.8,77.0,7.1,0.0,6.0,170.0,4.0
2217,20160604,23.0,32.4,29.4,65.0,0.0,8.0,6.0,200.0,3.0
2218,20160605,23.2,32.8,28.2,78.0,0.0,8.0,6.0,230.0,2.0
2219,20160606,21.0,32.4,28.7,73.0,0.0,8.0,4.0,210.0,1.0
2220,20160607,24.0,31.8,28.7,78.0,0.0,10.0,5.0,220.0,4.0
2221,20160608,24.6,32.8,29.2,72.0,0.0,6.0,6.0,210.0,4.0
2222,20160609,27.0,32.6,29.3,70.0,0.0,9.0,5.0,230.0,2.0
2223,20160610,25.0,32.2,27.7,81.0,0.0,8.0,6.0,230.0,3.0
2224,20160611,25.4,32.4,28.5,81.0,6.1,8.0,5.0,230.0,3.0
2225,20160612,26.0,30.4,27.4,82.0,1.2,8.0,9.0,240.0,4.0
2226,20160613,22.6,32.8,28.7,77.0,0.0,7.0,6.0,190.0,4.0
2227,20160614,25.6,31.2,27.2,81.0,2.0,8.0,7.0,230.0,5.0
2228,20160615,24.0,31.0,27.5,79.0,7.9,4.5,8.0,220.0,5.0
2229,20160616,23.0,31.0,26.3,84.0,1.6,1.9,13.0,240.0,7.0
2230,20160617,23.2,30.2,25.2,84.0,7.8,1.6,10.0,230.0,5.0
2231,20160618,24.8,30.8,27.7,73.0,0.3,1.5,10.0,240.0,4.0
2232,20160619,24.8,31.4,27.3,78.0,0.0,5.0,7.0,240.0,3.0
2233,20160620,26.2,30.4,27.6,72.0,0.0,8.0,11.0,230.0,5.0
2234,20160621,22.8,30.0,26.6,78.0,2.0,3.0,9.0,210.0,5.0
2235,20160622,24.2,32.4,28.6,67.0,0.0,2.4,9.0,170.0,4.0
2236,20160623,24.0,29.6,25.6,85.0,0.0,5.0,13.0,230.0,6.0
2237,20160624,23.2,30.0,28.4,68.0,3.8,0.0,11.0,190.0,7.0
2238,20160625,23.0,32.2,28.3,63.0,0.0,0.0,12.0,200.0,6.0
2239,20160626,23.6,33.0,29.8,63.0,0.0,5.5,10.0,200.0,6.0
2240,20160627,24.0,32.4,29.8,63.0,0.0,5.0,12.0,190.0,7.0
2241,20160628,25.0,31.8,29.6,64.0,1.0,8.0,8.0,180.0,6.0
2242,20160629,28.0,31.6,29.4,68.0,0.0,3.0,6.0,180.0,4.0
2243,20160630,25.4,30.8,28.3,74.0,1.0,2.3,7.0,200.0,4.0
2244,20160701,25.8,33.6,29.2,70.0,0.0,0.5,9.0,220.0,3.0
2245,20160702,23.6,34.0,28.5,74.0,0.0,8.0,7.0,210.0,2.0
2246,20160703,24.2,33.2,28.8,69.0,0.0,10.0,6.0,170.0,2.0
2247,20160704,25.0,32.4,28.2,75.0,0.0,8.95,5.0,100.0,3.0
2248,20160705,26.0,33.0,29.1,74.0,0.0,7.0,12.0,220.0,8.0
2249,20160706,24.2,28.8,26.1,88.0,4.5,8.0,9.0,210.0,5.0
2250,20160707,26.2,30.8,26.7,80.0,0.4,1.0,10.0,210.0,7.0
2251,20160708,25.2,32.6,29.4,67.0,0.0,1.5,8.0,230.0,5.0
2252,20160709,25.0,32.6,26.9,81.0,0.0,7.0,9.0,220.0,4.0
2253,20160710,25.4,32.0,28.7,76.0,1.0,4.0,9.0,210.0,6.0
2254,20160711,24.4,32.2,28.9,76.0,0.0,5.0,8.0,230.0,5.0
2255,20160712,23.8,32.6,29.2,73.0,0.0,7.0,9.0,220.0,5.0
2256,20160713,25.4,32.6,28.6,76.0,0.0,7.0,7.0,230.0,4.0
2257,20160714,24.2,29.6,27.0,75.0,0.0,5.0,9.0,230.0,6.0
2258,20160715,22.4,30.4,28.0,72.0,0.0,1.0,10.0,210.0,5.0
2259,20160716,24.2,33.2,27.2,80.0,0.0,8.0,6.0,110.0,4.0
2260,20160717,24.2,32.0,26.6,86.0,0.0,8.3,4.0,240.0,2.0
2261,20160718,24.4,32.0,25.5,92.0,7.2,5.5,5.0,230.0,2.0
2262,20160719,24.2,29.6,26.6,87.0,33.8,0.0,6.0,250.0,4.0
2263,20160720,23.4,29.3,26.2,86.0,4.1,0.0,9.0,240.0,4.0
2264,20160721,23.6,31.4,28.2,73.0,5.8,0.0,8.0,210.0,4.0
2265,20160722,24.0,31.8,27.2,75.0,1.0,7.0,6.0,230.0,4.0
2266,20160723,24.4,31.6,27.2,82.0,0.4,8.5,7.0,210.0,4.0
2267,20160724,23.2,29.0,26.0,80.0,9.2,6.5,9.0,230.0,4.0
2268,20160725,23.0,31.2,26.9,81.0,0.0,1.0,5.0,240.0,3.0
2269,20160726,23.0,31.8,27.8,78.0,0.0,6.0,4.0,230.0,2.0
2270,20160727,24.0,32.0,28.2,78.0,0.0,6.0,5.0,250.0,4.0
2271,20160728,24.6,31.4,27.8,75.0,0.0,8.0,8.0,190.0,4.0
2272,20160729,25.6,31.4,27.9,77.0,0.0,4.8,5.0,230.0,3.0
2273,20160730,21.2,32.6,28.1,75.0,0.0,7.0,5.0,220.0,3.0
2274,20160731,24.8,32.6,27.9,78.0,0.0,7.0,4.0,240.0,2.0
2275,20160801,24.6,32.2,28.0,77.0,0.4,10.7,10.0,230.0,5.0
2276,20160802,23.6,31.8,28.3,73.0,4.5,8.0,7.0,210.0,5.0
2277,20160803,24.8,31.8,28.8,73.0,0.0,7.0,9.0,230.0,6.0
2278,20160804,23.4,32.4,28.9,70.0,0.0,5.5,8.0,220.0,5.0
2279,20160805,25.2,33.5,29.9,63.0,0.0,6.0,7.0,230.0,5.0
2280,20160806,25.4,33.2,29.3,70.0,0.0,9.8,11.0,220.0,7.0
2281,20160807,24.2,32.2,27.0,71.0,0.0,8.0,8.0,210.0,6.0
2282,20160808,22.0,32.4,28.2,73.0,15.1,3.7,10.0,210.0,6.0
2283,20160809,26.2,32.4,27.4,75.0,0.0,8.5,9.0,200.0,6.0
2284,20160810,24.4,30.2,26.6,79.0,3.0,4.5,8.0,240.0,6.0
2285,20160811,24.2,32.2,26.9,82.0,2.5,0.5,9.0,220.0,7.0
2286,20160812,22.0,29.2,26.8,75.0,1.0,6.0,9.0,210.0,6.0
2287,20160813,23.4,30.2,26.6,84.0,10.9,2.0,13.0,240.0,7.0
2288,20160814,23.4,30.0,27.6,74.0,6.7,1.0,18.0,230.0,8.0
2289,20160815,23.0,30.0,25.4,89.0,7.5,2.0,10.0,220.0,7.0
2290,20160816,22.6,31.2,27.7,81.0,28.1,2.0,10.0,240.0,7.0
2291,20160817,25.6,31.2,27.5,81.0,0.0,6.0,8.0,240.0,6.0
2292,20160818,24.4,31.4,28.0,79.0,0.0,8.0,7.0,230.0,5.0
2293,20160819,23.0,31.4,27.8,79.0,9.8,8.0,8.0,210.0,5.0
2294,20160820,24.0,32.2,27.9,76.0,0.9,6.5,8.0,220.0,5.0
2295,20160821,23.2,31.8,27.8,78.0,6.8,8.0,8.0,210.0,5.0
2296,20160822,23.0,31.0,28.4,73.0,2.4,5.5,11.0,230.0,6.0
2297,20160823,24.2,30.4,25.7,89.0,2.5,8.0,10.0,220.0,6.0
2298,20160824,24.2,25.8,25.5,89.0,7.1,2.5,10.0,230.0,6.0
2299,20160825,23.4,28.6,25.7,86.0,67.8,0.0,9.0,240.0,6.0
2300,20160826,23.2,30.2,26.6,81.0,24.8,0.0,8.0,230.0,6.0
2301,20160827,22.3,30.0,26.3,81.0,14.4,3.0,7.0,210.0,4.0
2302,20160828,22.5,31.2,27.3,81.0,13.3,1.5,6.0,270.0,4.0
2303,20160829,23.4,32.0,27.2,79.0,0.8,6.0,7.0,210.0,5.0
2304,20160830,24.2,29.4,26.7,79.0,0.0,7.5,15.0,240.0,7.0
2305,20160831,23.4,29.6,26.6,80.0,6.5,1.1,4.0,180.0,1.0
2306,20160901,22.0,31.0,26.5,86.0,1.1,0.0,4.0,270.0,1.0
2307,20160902,24.2,31.2,27.8,80.0,0.0,7.0,6.0,230.0,3.0
2308,20160903,25.0,30.4,26.7,81.0,0.0,3.0,8.0,220.0,6.0
2309,20160904,24.4,31.5,27.3,79.0,0.0,6.0,6.0,210.0,4.0
2310,20160905,22.8,30.2,26.6,81.0,2.6,6.0,11.0,230.0,6.0
2311,20160906,23.8,27.6,25.3,88.0,8.2,6.0,9.0,210.0,6.0
2312,20160908,25.0,28.4,25.7,87.0,2.0,0.0,6.0,220.0,4.0
2313,20160909,24.0,30.4,27.0,81.0,6.6,0.0,6.0,210.0,3.0
2314,20160910,25.4,32.2,27.5,77.0,0.0,2.5,5.0,240.0,3.0
2315,20160911,24.6,30.8,27.5,78.0,0.0,10.0,6.0,230.0,4.0
2316,20160912,24.4,32.0,27.5,76.0,1.65,8.0,9.0,210.0,5.0
2317,20160913,25.4,31.8,28.5,68.0,0.0,8.0,9.0,210.0,5.0
2318,20160914,25.2,32.8,28.4,70.0,0.0,4.0,7.0,190.0,5.0
2319,20160915,24.6,33.8,28.0,70.0,4.6,7.5,11.0,200.0,6.0
2320,20160916,24.2,32.2,28.6,67.0,0.0,6.0,10.0,210.0,6.0
2321,20160917,23.8,30.4,26.8,82.0,5.2,4.5,8.0,230.0,6.0
2322,20160918,23.6,31.8,27.8,75.0,6.3,2.0,7.0,250.0,5.0
2323,20160919,24.0,31.0,25.6,85.0,0.0,9.2,13.0,220.0,6.0
2324,20160920,21.6,30.8,26.8,79.0,23.1,4.0,9.0,210.0,7.0
2325,20160921,23.0,31.4,26.5,78.0,4.0,4.5,7.0,210.0,5.0
2326,20160922,23.2,31.6,28.0,75.0,0.0,4.0,6.0,210.0,4.0
2327,20160923,25.0,31.6,28.2,76.0,0.0,5.0,11.0,230.0,5.0
2328,20160924,25.4,31.8,28.0,78.0,0.0,7.5,6.0,230.0,4.0
2329,20160925,25.8,31.4,27.9,78.0,0.0,8.0,7.0,230.0,5.0
2330,20160926,23.6,32.0,27.8,77.0,3.2,7.0,6.0,240.0,5.0
2331,20160927,23.8,31.2,27.1,82.0,4.7,10.0,9.0,240.0,6.0
2332,20160928,23.4,30.8,27.0,80.0,14.6,6.0,7.0,200.0,5.0
2333,20160929,22.4,30.6,25.9,87.0,11.8,5.0,9.0,210.0,5.0
2334,20160930,23.2,31.6,27.9,76.0,8.6,2.0,7.0,240.0,5.0
2335,20161001,25.0,31.4,27.9,77.0,0.0,10.0,11.0,210.0,6.0
2336,20161002,25.4,31.6,28.0,76.0,0.0,8.0,7.0,220.0,5.0
2337,20161003,25.8,31.0,27.4,77.0,0.0,8.0,7.0,220.0,5.0
2338,20161004,25.8,31.4,27.8,76.0,0.0,4.0,8.0,230.0,4.0
2339,20161005,23.2,29.2,24.7,90.0,8.8,8.5,7.0,210.0,4.0
2340,20161006,23.4,30.6,26.4,82.0,2.3,0.0,7.0,210.0,5.0
2341,20161007,24.0,28.0,25.5,85.0,1.8,6.0,9.0,220.0,6.0
